sample,Loss_LAL,Loss_LAM,Loss_LAU,Win_LAL,Win_LAM,Win_LAU
204,0.392578577,0.626643664,0.418328593,0.389994736,0.517878428,0.395318496
205,0.23583122,0.654772466,0.32000862,0.653172074,0.523917023,0.547399914
206,0.328255604,0.505218785,0.309252714,0.40920428,0.593606776,0.346652458
207,0.479460186,0.616682563,0.248596929,0.486846907,0.446085174,0.283864146
208,0.637406706,0.475171531,0.308566499,0.457630057,0.614896022,0.010851329
209,0.564656584,0.531072928,0.313954821,0.565544651,0.634203566,0.263789668
210,0.391072777,0.581085338,0.368410229,0.600622225,0.689094294,0.254199867
211,0.373501629,0.467783592,0.227833312,0.805678286,0.613917164,0.398971633
212,0.449259128,0.470822077,0.418322854,0.511845258,0.533396876,0.40741018
213,0.510453431,0.551901051,0.209741146,0.34625449,0.555019447,0.14370049
214,0.308041093,0.426692404,0.349900076,0.653741602,0.529483004,0.304226823
215,0.394723536,0.341667745,0.27674774,0.521140155,0.568933189,0.35336855
216,0.555542954,0.306166723,0.384023756,0.560565581,0.49419967,0.199088412
217,0.424872097,0.235163084,0.41998803,0.495845046,0.620161004,0.151990822
218,0.232149137,0.467092801,0.192851085,0.523310689,0.45486455,0.103650252
219,0.360003335,0.546629501,0.133306488,0.538735343,0.684729928,0.135270084
220,0.305884817,0.313262411,0.119057269,0.653828647,0.666813663,0.358800614
221,0.47594065,0.555503909,0.379565113,0.628155186,0.608714088,0.254291426
222,0.477798811,0.478847823,0.44202782,0.427031452,0.576094678,0.215578781
223,0.438124822,0.311402479,0.307499689,0.509524686,0.74701202,0.307446022
224,0.348141261,0.476215404,0.159823953,0.580641446,0.651912105,0.215568925
225,0.475298903,0.495957523,0.130982371,0.748011285,0.701857173,0.233437297
226,0.481210995,0.445680827,0.338645275,0.711860508,0.451685964,0.169386202
227,0.52235035,0.435171303,0.276052466,0.611317241,0.474872848,0.36075336
228,0.516881973,0.322377383,0.305892237,0.675004257,0.670769974,0.177716107
229,0.406694691,0.347179725,0.149753628,0.527573502,0.646264201,0.079260069
230,0.370719631,0.574311505,0.397595582,0.428165285,0.621336723,0.301497063
231,0.108697682,0.503433193,0.202855206,0.602490425,0.440232269,0.27770559
232,0.490024097,0.782337468,0.06095482,0.545239309,0.745957319,0.246360994
233,0.307569675,0.539046705,0.306770473,0.597872341,0.730348914,0.1087963
234,0.504519839,0.465921169,0.258707858,0.492200631,0.642100943,0.320541053
235,0.516374822,0.390165654,0.266601168,0.450372432,0.57537561,0.284062434
236,0.516080636,0.490301826,0.335460961,0.668704795,0.634793117,0.261223626
237,0.476570106,0.45254133,0.213032377,0.56292867,0.711327077,0.369268576
238,0.399048557,0.485192246,0.344767055,0.569451589,0.70058912,0.364355714
239,0.628906501,0.48881804,0.259947516,0.463898615,0.608359028,0.404985072
240,0.391518584,0.512406626,0.191047241,0.632885144,0.598488847,0.443660209
241,0.2832128,0.54141364,0.265088227,0.41117736,0.69751904,0.272123698
242,0.526700217,0.408280355,0.251810903,0.527375609,0.746009122,0.242290022
243,0.331421306,0.509472235,0.230267583,0.578945917,0.526747032,0.193240386
244,0.448670243,0.647640813,0.295326085,0.331808833,0.616812632,0.315251869
245,0.394970196,0.523305687,0.158906378,0.651294232,0.569597649,0.344797872
246,0.452817857,0.369764935,0.321735071,0.697652906,0.667057208,0.216487898
247,0.547319797,0.496590032,0.141281205,0.488992082,0.65576692,0.195990875
248,0.478317752,0.509781478,0.449651405,0.323752328,0.724057354,0.017219944
249,0.432775147,0.551282056,0.221344798,0.793425994,0.603582225,0.196177825
250,0.541291096,0.445162288,0.439032424,0.55747152,0.524815997,0.328992547
251,0.455634402,0.589578867,0.332764933,0.52835993,0.614068201,0.227771065
252,0.511691225,0.647174464,0.109485292,0.572658652,0.590324171,0.227084084
253,0.473722926,0.489883808,0.306776719,0.534027593,0.497759602,0.252317881
254,0.482086684,0.471225041,0.375415882,0.49583426,0.648175694,0.161948418
255,0.440112171,0.649879926,0.260626552,0.734558054,0.700521825,0.480075501
256,0.351510424,0.56731528,0.164785793,0.659834688,0.440647979,0.154989047
257,0.385406774,0.458787875,0.273154613,0.570573646,0.528198698,0.347028243
258,0.44087635,0.603394139,0.221783177,0.609296349,0.621109462,0.414328086
259,0.53784324,0.714041934,0.133894944,0.359476715,0.712488718,0.234704909
260,0.270134798,0.500799964,0.326195583,0.493522647,0.682343428,0.165239054
261,0.23514232,0.635285044,0.292988395,0.584353836,0.386310201,0.233922459
262,0.387387158,0.472178369,0.322964299,0.623159783,0.395517453,0.423922351
263,0.437422195,0.307702577,0.312110745,0.529007982,0.664806273,0.225103049
264,0.47860151,0.385406483,0.248922913,0.593618424,0.669251705,0.17191156
265,0.4936742,0.411605294,0.201477296,0.687261742,0.628224154,0.267837935
266,0.509030381,0.608138927,0.363565751,0.610791042,0.590597523,0.380568561
267,0.4456482,0.583155786,0.099311382,0.639391359,0.427216314,0.300979101
268,0.465838937,0.576641044,0.240807339,0.498041565,0.576580843,0.114642562
269,0.56699413,0.492159137,0.325158665,0.466348396,0.499666789,0.157558767
270,0.512869162,0.526228819,0.127061559,0.655525767,0.431097465,0.352140253
271,0.530131888,0.773647937,0.222919358,0.495755186,0.75361982,0.323594752
272,0.545972177,0.540030339,0.282116265,0.642595795,0.663864382,0.336015421
273,0.443142894,0.338436097,0.135852376,0.70344347,0.635947873,0.337990455
274,0.366632538,0.477086649,0.317412118,0.573156151,0.4943417,0.232694202
275,0.392677557,0.537955633,0.36077406,0.543373969,0.599985683,0.274940141
276,0.466349018,0.387262339,0.24593833,0.501126608,0.613423136,0.307425445
277,0.780169995,0.492299433,0.333692766,0.685980956,0.762570714,0.273582949
278,0.471923864,0.376173342,0.160129575,0.640308956,0.691098035,0.495864902
279,0.491657977,0.577129433,0.195995378,0.363803263,0.525184393,0.316550765
280,0.518566521,0.585376724,0.255244312,0.700553604,0.578112614,0.302992898
281,0.284655887,0.343665501,0.261562145,0.52373641,0.878373968,0.200393608
282,0.589912201,0.40877611,0.231907586,0.652105028,0.58315717,0.252977216
283,0.224956386,0.441716104,0.273984684,0.711643036,0.412952435,0.418060501
284,0.390080566,0.432807427,0.340010524,0.522663406,0.435963208,0.426788592
285,0.545994396,0.446430726,0.258594665,0.558994281,0.422346063,0.258037296
286,0.450632773,0.290198046,0.419551983,0.551191265,0.506378788,0.510218736
287,0.566921276,0.494549496,0.035579865,0.510378327,0.45398219,0.344990703
288,0.600284746,0.490939887,0.24178635,0.669208422,0.660270125,0.084314413
289,0.332642677,0.473545267,0.24587263,0.517855321,0.517464249,0.51850864
290,0.33641098,0.44340661,0.309810936,0.478828475,0.676913151,0.388331993
291,0.542994099,0.615368924,0.347776855,0.59184589,0.574658168,0.425272591
292,0.423972945,0.330241388,0.241021367,0.538243128,0.609145821,0.34140996
293,0.38889908,0.439495741,0.206824428,0.699440798,0.539046388,0.23416807
294,0.222163628,0.455846048,0.154621805,0.65608684,0.70247785,0.154712497
295,0.35623963,0.282044362,0.22017615,0.5074453,0.625154491,0.309928663
296,0.332445319,0.462726694,0.265820844,0.896736301,0.598920562,0.37337161
297,0.463864871,0.30542715,0.266770001,0.669368332,0.588191208,0.245059684
298,0.182936115,0.474948347,0.465205781,0.653830374,0.716980367,0.209526885
299,0.337849149,0.388886402,0.252429007,0.400378861,0.562574338,0.281373559
300,0.387119251,0.48735242,0.429660462,0.694730354,0.645175918,0.201545394
301,0.580308466,0.624833233,0.0723912,0.626814883,0.627358448,0.292428129
302,0.585109309,0.629841919,0.08540273,0.387237387,0.737007557,0.363612688
303,0.324570319,0.380900269,0.209614434,0.49396291,0.585898482,0.465184811
304,0.491616336,0.585834555,0.233667427,0.516263497,0.588459665,0.314849186
305,0.369910015,0.450449095,0.271439783,0.482044195,0.745052708,0.498940098
306,0.415813438,0.454134417,0.38248297,0.619205267,0.787454882,0.063647802
307,0.2483911,0.549296718,0.21530891,0.515864628,0.666613319,0.234030919
308,0.371379231,0.363196972,0.258172012,0.567275666,0.682601458,0.201657488
309,0.529988813,0.261582816,0.11744997,0.587331929,0.559630715,0.470794101
310,0.53776847,0.428667029,0.228235332,0.585780736,0.450977087,0.282715066
311,0.369499583,0.362132504,0.255540907,0.69038627,0.496902112,0.350132631
312,0.304925537,0.40383267,0.36332931,0.628724705,0.781964012,0.206697773
313,0.220215384,0.536005651,0.112152651,0.650773842,0.563940471,0.194410396
314,0.493464368,0.438596225,0.21736194,0.489256261,0.826272804,0.242613901
315,0.526847394,0.471948983,0.215226507,0.471749148,0.501979319,0.214120367
316,0.238067295,0.388328869,0.307978031,0.545577915,0.497452765,0.307683662
317,0.70500904,0.254887678,0.492491456,0.623592516,0.763699605,0.209944819
318,0.507344296,0.424819104,0.282922056,0.59075671,0.717973387,0.307290284
319,0.455073176,0.529908328,0.24146743,0.56101429,0.46829784,0.426819559
320,0.480089415,0.436481416,0.116355438,0.556771209,0.372807202,0.221372706
321,0.274606331,0.4236602,0.135814372,0.381541131,0.617427954,0.24342736
322,0.445971159,0.824971921,0.182610512,0.712923693,0.709897776,0.215635841
323,0.496465795,0.293430981,0.098425304,0.513720149,0.590852424,0.239644878
324,0.453358604,0.476808102,0.27302667,0.578524515,0.473482687,0.357724634
325,0.553595093,0.512254893,0.160802733,0.607465268,0.698583658,0.246236103
326,0.331280496,0.56704672,0.141065399,0.623641434,0.62056379,0.529000153
327,0.353040917,0.368334227,0.077097964,0.464110834,0.630014605,0.365322214
328,0.487404809,0.387386369,0.268554142,0.500618305,0.548454338,0.337533104
329,0.222179428,0.371344769,0.186432478,0.554020639,0.507810873,0.215630818
330,0.352467266,0.368609335,0.321550796,0.648422762,0.374624552,0.35558622
331,0.478854234,0.431643729,0.293207956,0.669247908,0.835014021,0.469708181
332,0.477157263,0.435087083,0.275235352,0.565316798,0.551577783,0.346215149
333,0.502854619,0.411547103,0.221899765,0.593997068,0.524053601,0.216441913
334,0.433961186,0.434134165,0.194126321,0.664547714,0.545244124,0.259242127
335,0.332155109,0.44562663,0.269377807,0.6313341,0.577781368,0.342327213
336,0.544721365,0.570243972,0.247342613,0.592842803,0.434439306,0.437091949
337,0.479442198,0.508515644,0.349431673,0.484403536,0.535293779,0.271111907
338,0.499533954,0.552306852,0.160215881,0.620435247,0.67651003,0.074216769
339,0.430581035,0.422029287,0.313621845,0.692027059,0.587187149,0.15734107
340,0.392212397,0.409542619,0.222114839,0.618665664,0.460596375,0.270204352
341,0.5055304,0.473624919,0.169974182,0.682938974,0.562042585,0.382083036
342,0.473681782,0.428059023,0.197933707,0.642472129,0.495573918,0.510750186
343,0.553836201,0.413484557,0.377493923,0.555561165,0.568825343,0.374968127
344,0.482451189,0.432721412,0.331468775,0.661199259,0.472145728,0.275083824
345,0.496013041,0.464705012,0.392425815,0.646387772,0.452684877,0.29494583
346,0.377924953,0.39559516,0.302559965,0.55267578,0.607384642,0.315002617
347,0.44725757,0.596325723,0.34325752,0.675369394,0.741606917,0.356674946
348,0.397777647,0.391429024,0.261327948,0.524805329,0.54682451,0.389535091
349,0.565036098,0.523407539,0.192395525,0.564115682,0.855605334,0.444922391
350,0.476268729,0.730831546,0.347408538,0.574855134,0.538394941,0.35687512
351,0.250496327,0.506827189,0.259338999,0.600626516,0.647797309,0.18793845
352,0.209646388,0.608779368,0.429779043,0.547638344,0.49817216,0.167541475
353,0.526428515,0.419526403,0.224145828,0.468636237,0.407248392,0.169416133
354,0.33307101,0.696277379,-0.007110907,0.50519137,0.556868362,0.521101635
355,0.236089583,0.540982301,0.094237215,0.348564464,0.502486451,0.264976326
356,0.380109189,0.454343384,0.0407464,0.527445457,0.346298026,0.429907696
357,0.645319796,0.492952372,0.396224456,0.670360928,0.536185554,0.390175674
358,0.392495772,0.404970467,0.30276005,0.460976967,0.730560841,0.610317013
359,0.510603007,0.58090314,0.201417451,0.636926257,0.476838208,0.15614196
360,0.438621492,0.453382217,0.191377782,0.615344452,0.523543021,0.420469134
361,0.355833785,0.483965645,0.341823321,0.753649593,0.536838905,0.298853772
362,0.441666667,0.360639684,0.38128314,0.544203522,0.600218816,0.315800108
363,0.391934909,0.547268563,0.128610799,0.720567185,0.56794813,0.187127708
