sample,Loss_LAL,Loss_LAM,Loss_LAU,Win_LAL,Win_LAM,Win_LAU
1393,0.366190505,0.356829138,0.188606365,0.704669672,0.50234071,0.325640487
1394,0.414137597,0.736077081,0.297936947,0.498995558,0.615821868,0.239733735
1395,0.369469093,0.612173878,0.207008035,0.63522206,0.469716968,0.212328895
1396,0.299954754,0.41895743,0.129200993,0.790711604,0.635973771,0.378656938
1397,0.421690009,0.700825648,0.181798129,0.722791218,0.600143953,0.262862025
1398,0.340723798,0.475347745,0.020183987,0.570474397,0.673058539,0.239617588
1399,0.280469822,0.527683874,0.235173014,0.539568073,0.537105788,0.194958437
1400,0.316455805,0.574687828,0.241016592,0.646384239,0.635184512,0.074202042
1401,0.470082636,0.346054284,0.099762382,0.567192528,0.701584291,0.259820546
1402,0.435251435,0.373866995,0.339748186,0.452845558,0.513061018,0.320927373
1403,0.370785127,0.531073187,0.264643433,0.630451786,0.592111231,0.107010372
1404,0.464820952,0.485364178,0.009011366,0.632843633,0.380887834,0.391997654
1405,0.232237327,0.271438891,0.239230507,0.654208917,0.477372537,0.314072411
1406,0.559024302,0.505496671,-0.032728133,0.504470634,0.616046514,0.121198368
1407,0.459672802,0.390080545,0.035843335,0.561140645,0.406009635,0.084296191
1408,0.409568777,0.343268857,0.362697375,0.609161813,0.354754036,0.310770346
1409,0.508523284,0.631029619,0.228196154,0.731939163,0.746649856,0.154742966
1410,0.445130336,0.61495282,0.195142626,0.569402259,0.421511154,0.160420189
1411,0.357893684,0.462950309,0.357310812,0.671108169,0.621118036,0.212338074
1412,0.499778638,0.497154813,0.375488325,0.494098572,0.60549464,0.064904567
1413,0.353260925,0.428433182,0.325388728,0.647812195,0.489061613,0.393805311
1414,0.475083086,0.569922335,0.309399059,0.628417937,0.516654329,0.314973402
1415,0.442790137,0.581821355,0.573430207,0.62291193,0.608498234,0.199765933
1416,0.314911401,0.435188187,0.295818151,0.527976981,0.584021505,0.223207542
1417,0.332434764,0.579154452,0.352305464,0.394937711,0.528834876,0.377072012
1418,0.280879251,0.369748595,0.331108912,0.604967115,0.653442325,0.33895768
1419,0.321352475,0.520814038,0.289450057,0.51347959,0.492990263,0.341919449
1420,0.55876591,0.423049013,0.119789212,0.508952738,0.675463886,0.461791044
1421,0.556677316,0.36112025,0.272224469,0.57166161,0.650690958,0.448166338
1422,0.446170323,0.388031326,0.182883256,0.634719022,0.605728051,0.421948467
1423,0.413886688,0.292616111,0.322031587,0.477914906,0.697235707,0.283088649
1424,0.278745469,0.371874425,0.162366764,0.531538968,0.71299173,0.244236426
1425,0.425736,0.551678113,0.35703403,0.552483277,0.706416338,0.162444125
1426,0.347642096,0.350552676,0.335627799,0.481341273,0.61055687,0.201778531
1427,0.365605646,0.444076523,0.326312947,0.509179502,0.7033552,0.387819883
1428,0.526295304,0.3783478,0.098086364,0.447105668,0.724607342,0.396718575
1429,0.444957728,0.427593496,0.138066231,0.513803845,0.660131812,0.308214244
1430,0.31264027,0.530769778,0.345223768,0.594150464,0.602446692,0.351076847
1431,0.515049146,0.386581972,0.358578207,0.374076771,0.591492304,0.430918008
1432,0.5153144,0.264619998,0.324881992,0.617507183,0.532987371,0.344168828
1433,0.349970798,0.496656709,0.284261005,0.647820734,0.450342426,0.310432775
1434,0.423566852,0.321016081,0.232152152,0.579046891,0.519485002,0.15098134
1435,0.650235103,0.486918924,0.342999876,0.789282194,0.666345136,0.389076554
1436,0.475702046,0.518456368,0.392140563,0.515221935,0.69160726,0.274915896
1437,0.424840926,0.336873795,0.288300329,0.54562397,0.539095377,0.332288564
1438,0.48361912,0.506100334,0.199296724,0.839159312,0.629377829,0.429302196
1439,0.547792122,0.382487879,0.135931463,0.633038867,0.477459313,0.374218379
1440,0.417049384,0.501025269,0.172466048,0.573514142,0.467133062,0.10089917
1441,0.396171387,0.389230654,0.331901186,0.555179369,0.645017688,0.239734895
1442,0.542827259,0.573236331,0.302487028,0.529390092,0.707508865,0.073897283
1443,0.463678041,0.316542797,0.381413724,0.674161194,0.461842987,0.49479708
1444,0.479504553,0.559964314,0.325932019,0.5105102,0.673771105,0.297219367
1445,0.257090032,0.567760521,0.348660028,0.462394426,0.573947195,0.317038538
1446,0.480388101,0.673363512,0.296414482,0.895701056,0.538007804,0.242750486
1447,0.328671493,0.454603452,0.076245634,0.633977928,0.494990407,0.277857028
1448,0.343566538,0.552015161,0.206149834,0.487225194,0.470028751,0.169505236
1449,0.615414879,0.385896675,0.389662101,0.488485722,0.627165933,0.286600372
1450,0.392229521,0.42787475,0.284358821,0.5398747,0.559021844,0.344878885
1451,0.607515165,0.457897048,0.240256741,0.741571618,0.720071269,0.03635314
1452,0.410724048,0.584649465,0.349787217,0.648987421,0.606149648,0.303991827
1453,0.506131273,0.304331786,0.417299971,0.636154945,0.668080109,0.174625928
1454,0.690904133,0.491067539,0.354745814,0.720623155,0.52890615,0.303392024
1455,0.453906703,0.468451844,0.17653281,0.60380213,0.628748797,0.172565628
1456,0.465823362,0.547789188,0.092151369,0.477405351,0.629957473,0.1608006
1457,0.476167261,0.560455557,0.261995084,0.589280453,0.798050446,0.187540709
1458,0.501460525,0.186888972,0.188054956,0.509808997,0.751610483,0.458302327
1459,0.744351438,0.453634018,0.425932481,0.539473873,0.524809218,0.366677215
1460,0.25198975,0.530503825,0.369068857,0.744354141,0.624321172,0.36345744
1461,0.351245246,0.633131426,0.522735119,0.526039167,0.711659014,0.20836457
1462,0.486406704,0.511117935,0.043671111,0.489013332,0.617376071,0.084645651
1463,0.431322898,0.458538578,0.177676223,0.796300508,0.490965105,0.25132542
1464,0.567145982,0.562149246,0.205799806,0.579076925,0.556790527,0.344799557
1465,0.442911328,0.293227721,0.082563731,0.558992738,0.64499593,0.42758279
1466,0.566210492,0.537517552,0.251584471,0.645710758,0.617238418,0.406459309
1467,0.464441414,0.724316083,0.233823391,0.523007315,0.549462816,0.383525188
1468,0.416460427,0.538634011,0.247499579,0.569747596,0.634604068,0.387269785
1469,0.344430509,0.387666914,0.221403215,0.468546743,0.58150431,0.338264314
1470,0.532076034,0.556459891,0.357594473,0.638397302,0.506641889,0.394549778
1471,0.285840201,0.560952694,0.156299331,0.613078427,0.623249437,0.409344835
1472,0.448655317,0.330367849,0.27106487,0.698478815,0.674315397,0.263218669
1473,0.395094964,0.440027611,0.164022047,0.537163822,0.739687426,0.42145745
1474,0.467920722,0.492447641,0.082301604,0.56932076,0.556328563,0.311659415
1475,0.537905251,0.408334739,0.279720493,0.715925572,0.632925803,0.348672018
1476,0.420751235,0.440831745,0.293891659,0.495181967,0.59266497,0.258512396
1477,0.527088823,0.411990412,0.301305136,0.834224466,0.58663119,0.255472317
1478,0.275536902,0.489045908,0.162661358,0.637521158,0.578354843,0.217421744
1479,0.391185172,0.713599733,0.297045286,0.545247353,0.503410553,0.288804151
1480,0.360179943,0.45679534,0.366729538,0.548185918,0.399839706,0.277139648
1481,0.349858635,0.412084631,0.213145694,0.581459342,0.636425524,0.279842766
1482,0.333042392,0.467658246,0.130946767,0.655998037,0.474733875,0.300403715
1483,0.277022447,0.432608887,0.145094466,0.70238274,0.448912382,0.140666688
1484,0.290859847,0.364888205,0.302931408,0.631711188,0.52953008,0.374759416
1485,0.444776124,0.405430669,0.246684587,0.53791592,0.527027738,0.351317386
1486,0.415571422,0.421438719,0.311198656,0.479111247,0.548097414,0.220748584
1487,0.323247298,0.494906572,0.35353029,0.608638183,0.597617777,0.214033702
1488,0.604607509,0.49189519,0.380801294,0.643402945,0.461556517,0.156318588
1489,0.264775382,0.550429643,0.184212036,0.685767788,0.504680201,0.234116017
1490,0.246846391,0.519176844,0.271441082,0.81728973,0.331180402,0.303260452
1491,0.440866341,0.528154755,0.082611182,0.536569248,0.563278913,0.34985814
1492,0.224697017,0.307648105,0.207257129,0.575462528,0.869770934,0.363800903
1493,0.551978384,0.456136277,0.28307662,0.439146914,0.651228281,0.52439304
1494,0.534988971,0.378311461,0.237863347,0.416735132,0.709271381,0.396238052
1495,0.380312433,0.533211084,0.331795926,0.65803832,0.71513506,0.230728652
1496,0.474801635,0.415090637,0.11261315,0.649374903,0.61191212,0.360722908
1497,0.462434021,0.603322883,0.102385865,0.857211183,0.645568401,0.275395745
1498,0.380417441,0.513028415,0.124926565,0.547186785,0.541037076,0.186852785
1499,0.275740282,0.448257859,0.126785583,0.649836769,0.571017487,0.255245944
1500,0.541569813,0.395246576,0.258815942,0.550823549,0.52871113,0.504242426
1501,0.546770864,0.465915895,0.168463224,0.629309926,0.616800897,0.179978466
1502,0.401726284,0.592612047,0.206281422,0.57691847,0.621728911,0.303734734
1503,0.441864634,0.201557458,0.144650511,0.597581726,0.483822708,0.175904623
1504,0.395397752,0.512224544,0.325700291,0.609577728,0.553789348,0.147043305
1505,0.411183074,0.514948325,0.303642916,0.633799989,0.45258856,0.338442066
1506,0.354020566,0.521423305,0.101036781,0.43885624,0.41635378,0.22050946
1507,0.42147401,0.341263269,0.329644503,0.487711435,0.441412084,0.353138383
1508,0.426263274,0.423365719,0.461306376,0.569694837,0.421296911,0.283178632
1509,0.357175105,0.552385033,0.329838677,0.640856735,0.549525008,0.155184086
1510,0.49148812,0.543012336,0.243234258,0.572440621,0.616326609,0.200610579
1511,0.353921848,0.5653546,0.101503678,0.448515221,0.646652723,0.410003127
1512,0.524806757,0.566158581,0.260362786,0.594302083,0.506542736,0.295564705
1513,0.348031134,0.526047229,0.286928117,0.443812859,0.58860762,0.233276083
1514,0.345594172,0.549967833,0.202300316,0.619099903,0.626822264,0.163874957
1515,0.353724306,0.285851342,0.158592806,0.833398548,0.639922592,0.182443052
1516,0.253220512,0.642789078,0.26923843,0.493498936,0.430255637,0.25920489
1517,0.482148252,0.335515559,0.249910524,0.338240779,0.653589924,0.406463122
1518,0.235320526,0.621727325,0.228778336,0.147679375,0.481903418,0.271851232
1519,0.350677206,0.672691737,0.395133542,0.409478942,0.626552026,0.292546197
1520,0.354950226,0.469987612,0.207752016,0.605246994,0.605283195,0.227594129
1521,0.441654093,0.50667281,0.389243521,0.584949046,0.532101993,0.0686018
1522,0.497539379,0.541191913,0.194486511,0.490890346,0.562107619,0.366628959
1523,0.375518161,0.519244464,0.23163867,0.520867697,0.43527457,0.266783544
1524,0.655489285,0.34328846,0.261849916,0.465749724,0.53975819,0.093182722
1525,0.439967396,0.50233026,0.22110541,0.399650347,0.568575248,0.247254379
1526,0.644067499,0.314413117,0.260666045,0.57378003,0.42474327,0.28279222
1527,0.761116587,0.456693062,0.307732755,0.75242994,0.488771839,0.330804984
1528,0.302017583,0.579338146,0.23358923,0.485226108,0.481624883,0.298791765
1529,0.243871384,0.524160467,0.435866522,0.529523351,0.533265677,0.342288272
1530,0.379525472,0.50323261,0.232220738,0.432320183,0.656940275,0.277421759
1531,0.46307751,0.426407434,0.30155359,0.504735673,0.712237914,0.218336345
1532,0.463568729,0.511093929,0.16438799,0.693660043,0.532507327,0.325676319
1533,0.607087325,0.514625424,0.220203021,0.633019585,0.622576225,0.250879533
1534,0.431730267,0.357233436,0.154132967,0.695909489,0.835486891,0.326023881
1535,0.488310696,0.618707834,0.116521202,0.66111715,0.721277768,0.277047367
1536,0.455628605,0.548174325,0.315885259,0.610218128,0.573898179,0.076942347
1537,0.374954147,0.570260069,0.334450894,0.518673732,0.594333371,0.229259888
1538,0.421407326,0.423479107,0.086161172,0.636952309,0.516706322,0.239766926
1539,0.380458973,0.236522894,0.202904842,0.537134194,0.702724547,0.25026204
1540,0.46399181,0.586667155,0.031555476,0.686212501,0.596177922,0.210199468
1541,0.458219896,0.40390805,0.325723686,0.628210328,0.724556511,0.458054896
1542,0.399541235,0.516970886,0.382156515,0.516452326,0.646064465,0.252105025
1543,0.435010377,0.770316807,0.396800406,0.578646906,0.576006229,0.171636161
1544,0.451759033,0.161196496,0.254262266,0.558175044,0.711835711,0.199760638
1545,0.537041321,0.513912042,0.36839516,0.637006127,0.787716755,0.467501874
1546,0.466333797,0.593025303,0.200927141,0.707835022,0.508299689,0.422197498
1547,0.443123121,0.416147946,0.310014056,0.595575639,0.702734201,0.310935759
1548,0.525097648,0.519730091,0.119949072,0.536467256,0.465645543,0.281032574
1549,0.490479956,0.573424856,0.342988302,0.589105864,0.494471851,0.364872619
1550,0.463131607,0.349086217,0.258985652,0.660641221,0.556615647,0.357573347
1551,0.324657238,0.533645748,0.109178885,0.469245554,0.757071636,0.435272179
1552,0.408872828,0.517922742,0.090304049,0.61252959,0.485555887,0.166179016
1553,0.182496153,0.387124431,0.220109498,0.547717253,0.438661,0.363246308
1554,0.265929579,0.370862609,0.22899725,0.537910461,0.566909415,0.182753164
1555,0.298736596,0.22577522,0.306476573,0.615736841,0.595496307,0.225150785
1556,0.424600595,0.412449175,0.35142487,0.719714142,0.618509877,0.167331563
1557,0.384455096,0.406005378,0.230838852,0.797605232,0.482729161,0.199876204
1558,0.412249089,0.357144527,0.177872782,0.454344087,0.616935378,0.087372679
1559,0.447799958,0.421494448,0.243461896,0.566566037,0.642923079,0.329883073
1560,0.623840869,0.385087097,0.102633793,0.455464709,0.633124419,0.424427989
1561,0.090725484,0.442357333,0.344879652,0.567358799,0.587553953,0.427866628
1562,0.259444128,0.425811127,0.42167759,0.642566626,0.402395119,0.286217471
1563,0.306002408,0.611442015,0.381086704,0.579897908,0.581350486,0.118341549
1564,0.498795778,0.385280741,0.491164139,0.487660342,0.680927471,0.178445556
1565,0.414924336,0.490435755,0.123615046,0.492459061,0.423460877,0.265777279
1566,0.408627997,0.354278206,0.093071283,0.483249695,0.510241154,0.329035574
1567,0.484599726,0.442652402,0.391865459,0.506472171,0.599664917,0.307042203
1568,0.415204119,0.455692236,0.180266336,0.432915485,0.546698264,0.304267981
1569,0.428128037,0.483525529,0.230226112,0.68684709,0.525079843,0.336378245
1570,0.344702726,0.463526291,0.141743348,0.606929748,0.681527084,0.335473578
1571,0.499343506,0.391520892,0.238875603,0.547123499,0.524829151,0.169468976
1572,0.413411461,0.25156546,0.228008859,0.572197444,0.427668068,0.339040086
1573,0.284164656,0.548652555,0.26050536,0.503458468,0.544231815,0.222420536
1574,0.410170362,0.43146664,0.294773046,0.539834911,0.470084431,0.29082331
1575,0.186529718,0.54042594,0.104434861,0.55048907,0.614656864,0.284411261
1576,0.299415648,0.486171026,0.223053537,0.748221802,0.780239366,0.358539944
1577,0.436300556,0.515210665,0.156286506,0.452209988,0.529780819,0.358170091
1578,0.383166483,0.371162025,0.176244112,0.738379118,0.577697607,0.43247008
1579,0.478452234,0.545434467,0.421009898,0.549060521,0.451106693,0.403570644
1580,0.579514418,0.361065695,0.01693816,0.573838752,0.57638656,0.289469505
1581,0.414370245,0.417405378,0.391104597,0.6901305,0.528970725,0.296285513
1582,0.388378742,0.40688341,0.176512668,0.570550987,0.516511916,0.288729786
1583,0.566055321,0.365209683,0.194241664,0.604512036,0.637089275,0.272615803
1584,0.424178914,0.459841408,0.330779824,0.402952255,0.452053359,0.467754477
1585,0.370841997,0.392114692,0.32607431,0.634951739,0.423347909,0.263182821
1586,0.432763093,0.368905477,0.283984693,0.58719125,0.590908022,0.070967883
1587,0.465466638,0.310946028,0.030909608,0.596964745,0.448503917,0.240286153
1588,0.584926003,0.24861373,0.284614406,0.475220485,0.627720872,0.342823668
1589,0.355548493,0.561516987,0.1531948,0.50881643,0.405846478,0.288146298
1590,0.409857658,0.483345655,0.113357243,0.368017398,0.535948893,0.266633008
1591,0.367188364,0.313780031,0.182018853,0.473146379,0.639996281,0.265784556
1592,0.532635827,0.626717294,0.268458798,0.415797994,0.497927537,0.242788692
1593,0.345490788,0.587142614,0.204392734,0.305539845,0.673437557,0.416794447
1594,0.306661804,0.576989879,0.150688213,0.446876067,0.756043612,0.303075491
1595,0.39304647,0.448107268,0.28982773,0.571292951,0.667628897,0.311759882
1596,0.455055695,0.469350302,0.192333037,0.735109447,0.609797445,0.19600338
1597,0.373767198,0.199388914,0.191491456,0.56944476,0.758250743,0.097969196
1598,0.313678815,0.553186153,0.396822034,0.516709663,0.655185412,0.215620552
1599,0.389939888,0.389172669,0.056083223,0.607452211,0.557019156,0.365833298
1600,0.4258619,0.461770283,0.27450902,0.433270846,0.543263461,0.350820751
1601,0.230188491,0.29033239,0.167202043,0.63561027,0.43490419,0.334174887
1602,0.451261244,0.340190851,0.281891382,0.640256441,0.588456685,0.272414052
1603,0.651861637,0.477551638,0.248438908,0.359811649,0.479022747,0.349794361
1604,0.318035263,0.400491018,0.42480886,0.534159784,0.457408889,0.364369593
1605,0.298420162,0.338966971,0.267708176,0.528050938,0.424312046,0.35290571
1606,0.367918863,0.479995856,0.249191029,0.471643898,0.707023572,0.388303876
1607,0.363309253,0.396291016,0.264992354,0.554831865,0.39363443,0.340019409
1608,0.408283245,0.50118393,0.26682008,0.631358541,0.593309754,-0.009946706
1609,0.460844508,0.620612276,0.164341915,0.536825551,0.51375365,0.252401515
1610,0.486379379,0.414702697,0.089793711,0.443637191,0.663324087,0.327405078
1611,0.396273625,0.524444283,0.0905367,0.694804963,0.435753908,0.485283299
1612,0.443443997,0.359541411,0.140275112,0.677041957,0.478809167,0.224807188
1613,0.601980811,0.337914473,0.319813667,0.692159416,0.616964738,0.348219373
1614,0.431897214,0.527879785,0.248116201,0.444343208,0.468068943,0.268511128
1615,0.37225559,0.47460777,0.476326822,0.496165245,0.5350958,0.367055519
1616,0.532365673,0.515627394,0.176533547,0.646852498,0.584888115,0.310266414
1617,0.414575686,0.613650089,0.261970778,0.558200289,0.489191568,0.127170824
1618,0.503443972,0.546765969,0.415118233,0.75504762,0.606213855,0.047063676
1619,0.543003512,0.390281114,0.017871577,0.656005146,0.606126286,0.350987314
1620,0.555254027,0.646947424,0.211522665,0.625317343,0.683218648,0.308055632
1621,0.420326406,0.435107688,0.249301715,0.783682359,0.477027932,0.196830313
1622,0.405745063,0.337814312,0.299875474,0.549730387,0.505897312,0.157867474
1623,0.46147554,0.689486636,0.184535211,0.565634365,0.605441827,0.184444527
1624,0.407054403,0.551103378,0.105248756,0.545984286,0.415480672,0.326958067
1625,0.311258366,0.496753675,0.250117749,0.68497799,0.771232221,0.171888098
1626,0.532647182,0.600945941,0.269017616,0.530656981,0.419753016,0.260179563
1627,0.430088842,0.34277229,0.131279695,0.493778874,0.393882181,0.358260515
1628,0.485785915,0.5503959,0.167315695,0.762994117,0.489385667,0.394447039
1629,0.360107049,0.426733404,0.238610933,0.664556135,0.781968217,0.367806184
1630,0.484797607,0.412351329,0.267738588,0.744799438,0.484130409,0.303283682
1631,0.450230005,0.714224171,0.274922104,0.565572887,0.461268717,0.357927129
1632,0.501702349,0.629183,0.368076297,0.488972031,0.771163899,0.276067677
1633,0.488590928,0.494867666,0.090216672,0.423912135,0.627886321,0.196367064
1634,0.433696864,0.605628296,0.145015108,0.574611321,0.673539172,0.483818189
1635,0.226894912,0.699947883,0.14397924,0.471221115,0.487955672,0.413852731
1636,0.457432849,0.493642307,0.092937399,0.722271825,0.651968844,0.365853614
1637,0.482179441,0.440189056,0.393905849,0.690167493,0.73016052,0.279884887
1638,0.39185884,0.396243351,0.288794165,0.445263687,0.574380245,0.168000897
1639,0.216740189,0.556156809,-0.016535571,0.607368146,0.510807213,-0.030010073
1640,0.466262208,0.452267887,0.345865461,0.547780961,0.548105438,0.303996316
1641,0.289374765,0.503138059,0.30856995,0.566226459,0.590392798,0.338313669
1642,0.366276569,0.43432226,0.331915896,0.539223906,0.825872815,0.202587526
1643,0.409426236,0.440349278,0.290286949,0.672262002,0.71000038,0.400888849
1644,0.472333309,0.521725999,0.265298237,0.691722626,0.667907714,0.290340034
1645,0.504224045,0.51212413,0.211404881,0.712562353,0.63859352,0.3086495
1646,0.440737456,0.583084664,0.199758549,0.43393117,0.684554891,0.491881875
1647,0.310164916,0.487244942,0.241998439,0.701710729,0.635946347,0.418661125
1648,0.509596587,0.411127562,0.422221466,0.538611582,0.69348425,0.248236508
1649,0.541521071,0.467506688,0.301267739,0.649743308,0.78488455,0.279100806
1650,0.369687307,0.424742865,0.476963924,0.522007754,0.635796455,0.272780143
1651,0.438045384,0.440437215,0.324878276,0.576538115,0.481017138,0.395420352
1652,0.504232915,0.443309216,0.396172569,0.595920447,0.376411325,0.286290631
1653,0.496227076,0.449273791,0.25438919,0.546885739,0.574579115,0.452993795
1654,0.176274747,0.305460447,0.265128169,0.548417277,0.506472442,0.371282293
1655,0.493417676,0.574666186,0.22156705,0.406304044,0.742061176,0.311486001
1656,0.41550614,0.342589855,0.168739212,0.481620848,0.668365263,0.609941752
1657,0.432223797,0.528509538,0.109896056,0.702067282,0.575770844,0.396748889
1658,0.374074494,0.430789564,0.34230838,0.628995111,0.583789131,0.312977826
1659,0.423242033,0.471837323,0.046693547,0.7176531,0.366950308,0.317515999
1660,0.367779705,0.560617394,0.143840073,0.636337888,0.542222869,0.359245154
1661,0.480397885,0.463986237,0.168436098,0.563048284,0.534890671,0.234418554
1662,0.484091886,0.53955785,0.234613291,0.622393389,0.493777492,0.384266608
1663,0.447432935,0.395723645,0.337125523,0.663397359,0.601320308,0.291905437
1664,0.342099132,0.441755635,0.284884483,0.641626443,0.663603011,0.255697109
1665,0.27939355,0.425145163,0.472309786,0.447419246,0.573638872,0.193282135
1666,0.432976792,0.473197283,0.324323642,0.634486179,0.557500711,0.489531773
1667,0.41233431,0.479476752,0.180594806,0.56022204,0.633925787,0.1626529
1668,0.423353372,0.546825765,0.28175438,0.663931478,0.412059853,0.175348546
1669,0.502909334,0.566326096,0.218176709,0.536444997,0.349892955,0.253526906
1670,0.43982084,0.327319771,0.08351349,0.575353867,0.486386599,0.135191346
1671,0.438285076,0.430248455,0.161252204,0.58688166,0.656891685,0.192436906
1672,0.454763168,0.368417429,0.156253547,0.485001186,0.498137507,0.258801066
1673,0.357106514,0.537723781,0.381879942,0.78605629,0.741903122,0.288300078
1674,0.429984336,0.620418768,0.214714824,0.479007689,0.862545014,0.312397613
1675,0.505003516,0.339378557,0.163110008,0.480722866,0.520774712,0.180070049
1676,0.394088616,0.361298143,0.202188338,0.417167428,0.74936068,0.320194628
1677,0.533940628,0.407685828,0.231404107,0.649802333,0.558596174,0.368192369
1678,0.288185484,0.512312601,0.380062625,0.618961865,0.589291081,0.459657095
1679,0.492706528,0.398022599,0.202852804,0.546539674,0.419741576,0.426491831
1680,0.174580261,0.355608013,0.126376232,0.487688428,0.567270709,0.494638671
1681,0.37769481,0.496320106,0.305992543,0.64212621,0.691314298,0.226123616
1682,0.564235033,0.332336438,0.182600204,0.608142874,0.630582989,0.232646293
1683,0.316340573,0.493185183,0.193517907,0.63874039,0.411193948,0.228684688
1684,0.619019784,0.347254288,0.31962584,0.683088456,0.638177155,0.316151757
1685,0.64653506,0.373561883,0.336623312,0.559841689,0.529710633,0.227518494
1686,0.436951221,0.44782686,0.314415219,0.586122537,0.456680714,0.09625942
1687,0.400972048,0.3928201,0.471691198,0.586665837,0.544221468,0.437030711
1688,0.334648836,0.408587143,0.173239159,0.652479378,0.441955588,0.25740605
1689,0.494214564,0.390585991,0.109669302,0.748309403,0.554823259,0.478456056
1690,0.579590258,0.777959232,0.178516511,0.68408779,0.474982252,0.32886183
1691,0.399137027,0.621767007,0.106296415,0.55827279,0.605194397,0.31695769
1692,0.646095586,0.387749923,0.189261232,0.674170439,0.492659909,0.193809691
1693,0.579999911,0.462285171,0.500229478,0.62380762,0.656172112,0.416889064
1694,0.542171281,0.460057521,0.196361158,0.708538508,0.449094879,0.159232729
1695,0.502233404,0.520631886,0.097558039,0.722939798,0.466526764,0.397250277
1696,0.488737452,0.427960493,0.282027418,0.448350142,0.594608922,0.318593592
1697,0.455207145,0.54993124,0.337716948,0.459468447,0.505395757,0.480272672
1698,0.45427221,0.620535406,0.464241442,0.554143507,0.434539178,0.394344937
1699,0.425862876,0.47590562,0.184395962,0.48570619,0.689947192,0.30344916
1700,0.458842563,0.478034141,0.266326854,0.590900447,0.617505864,0.260391257
1701,0.473808991,0.462528134,0.467068148,0.76195498,0.475484184,0.208216701
1702,0.440893522,0.464218654,0.312171422,0.489435956,0.486149845,0.128544261
1703,0.514647204,0.508627614,0.363105372,0.702300067,0.40753582,0.239988079
1704,0.575077662,0.547710548,0.292959704,0.510338396,0.63665392,0.217639673
1705,0.55578068,0.453113984,0.240784253,0.373226352,0.537218719,0.16959324
1706,0.391318942,0.535331774,0.380389251,0.686917207,0.61777015,0.411472234
1707,0.478589816,0.332749635,0.118121191,0.590079318,0.51473299,0.110312989
1708,0.297824071,0.268826216,0.10814294,0.680664068,0.509847445,0.17369522
1709,0.27768213,0.490200589,0.297862949,0.540463891,0.472809989,0.212801707
1710,0.32039461,0.482868029,0.147958568,0.647754607,0.650670707,0.234778938
1711,0.429018586,0.361447561,0.01734054,0.526612777,0.46543634,0.144175748
1712,0.374820468,0.467615731,0.096721585,0.477510674,0.453465207,0.367426045
1713,0.342337369,0.658445995,0.244259919,0.510355924,0.559128526,0.224497178
1714,0.326246108,0.36650889,-0.087659168,0.549236135,0.68390572,0.261812568
1715,0.468421914,0.539352672,0.219169923,0.456627108,0.652781841,0.304653196
1716,0.434027132,0.410378553,0.303763015,0.46345821,0.539160221,0.290405231
1717,0.534605397,0.380035662,0.346454763,0.565300983,0.614779191,0.286563847
1718,0.463500745,0.387845291,0.32460997,0.664983928,0.723084709,0.26439615
1719,0.518939225,0.307844975,0.186632332,0.462749318,0.569806563,0.317034668
1720,0.453632591,0.337153275,0.205717938,0.566908718,0.628092362,0.323903332
1721,0.511012844,0.324333571,0.326834926,0.523548849,0.509849996,0.285353347
1722,0.464827284,0.438215655,0.151944532,0.463568264,0.480970918,0.221791975
1723,0.257665561,0.464383099,0.421356054,0.514145437,0.528682465,0.320334371
1724,0.431971951,0.45972912,0.316381347,0.667499417,0.567592923,0.172270107
1725,0.437703984,0.542187007,0.408310066,0.621479211,0.618400611,0.231523064
1726,0.320633182,0.258676537,0.249924769,0.618213029,0.634512892,0.270426259
1727,0.46557053,0.410700189,0.265629796,0.573936926,0.711510527,0.637591858
1728,0.426516868,0.594592156,0.227623139,0.631759829,0.62189103,0.335921171
1729,0.333340743,0.617517986,0.197650443,0.637756828,0.670756175,0.091117213
1730,0.436016879,0.561081694,0.340223272,0.770310289,0.63443911,0.300300339
1731,0.434599881,0.419335732,0.067706879,0.572601338,0.760751666,0.197232321
1732,0.2608512,0.419547847,0.208063044,0.771919788,0.391936243,0.52118192
1733,0.621283192,0.458668872,0.301524084,0.651168816,0.664850319,0.35712936
1734,0.449763028,0.393393829,0.14565956,0.719395394,0.608593662,0.076844812
1735,0.466954446,0.445886747,0.13405005,0.563974232,0.674204319,0.316929688
1736,0.176415857,0.586608663,0.255950809,0.417067481,0.711836682,0.443013401
1737,0.359006085,0.493234171,0.380258239,0.638886587,0.678159545,0.269849122
1738,0.599695273,0.430841196,0.381250659,0.655017813,0.428901199,0.310592649
1739,0.483844518,0.319250009,0.34659462,0.379724564,0.489030043,0.216068865
1740,0.360044835,0.467965786,0.323623714,0.71725941,0.674342591,0.486372281
1741,0.314929918,0.467388346,0.138059988,0.448989164,0.53742958,0.275959127
1742,0.288525611,0.372212562,0.31746514,0.492687236,0.464759479,0.159087315
1743,0.378839213,0.472118422,0.310983082,0.713725304,0.540286654,0.067871408
1744,0.283841908,0.427880225,0.358616697,0.419789596,0.419542965,0.281510115
1745,0.313181569,0.440274351,0.214460859,0.517698798,0.576964747,0.302304989
1746,0.570276198,0.417451034,0.357597755,0.507865034,0.634215584,0.194813471
1747,0.427241438,0.763067582,0.260041567,0.507147412,0.611312334,0.192969952
1748,0.370305515,0.42487462,0.161981849,0.807674531,0.674331574,0.127060287
1749,0.258424502,0.499511168,0.377787198,0.836091974,0.609912762,0.37171399
