sample,dr_LAL,dr_LAM,dr_LAU,bar_LAL,bar_LAM,bar_LAU,sp_LAL,sp_LAM,sp_LAU
3969,0.463056699,0.50516466,0.318107947,1.602692377,1.701431659,1.683064594,0.477148205,0.469284524,0.458268501
3970,0.54865578,0.585240952,0.190937532,1.607275748,1.722118279,1.625701593,0.482013799,0.479630829,0.47415598
3971,0.445246029,0.681768551,0.151280791,1.60985549,1.686628184,1.658559797,0.488757226,0.479509239,0.479537866
3972,0.501803776,0.532554366,0.226382296,1.583236409,1.648437493,1.652834451,0.478444959,0.469369902,0.470592929
3973,0.451882825,0.596501676,0.273314247,1.592440717,1.659123154,1.699491099,0.480959908,0.469752922,0.473412825
3974,0.506124381,0.508244144,0.348709361,1.525484917,1.649042835,1.663472243,0.468831908,0.484835494,0.463862253
3975,0.41325321,0.565610983,0.268180806,1.636137237,1.653042062,1.668073226,0.464364196,0.490966676,0.451444617
3976,0.457606963,0.561123226,0.127457976,1.646093324,1.651902963,1.623342638,0.457812372,0.485247254,0.461175154
3977,0.375340989,0.532649342,0.228787539,1.565132506,1.690589039,1.622454777,0.479986526,0.488011306,0.472756655
3978,0.486763714,0.413645498,0.329513576,1.619603041,1.650792278,1.655517085,0.488644913,0.499093116,0.465618622
3979,0.594913916,0.6114816,0.210918996,1.599788088,1.72965902,1.725790948,0.480361088,0.47550195,0.471149586
3980,0.433254028,0.602504587,0.24540401,1.597067243,1.689158481,1.743517832,0.478719413,0.467305515,0.465782542
3981,0.42257063,0.468293498,0.290891985,1.601264679,1.646409873,1.716757217,0.477953541,0.466369431,0.491611867
3982,0.556172281,0.490460699,0.194641838,1.604424159,1.632770174,1.646720494,0.463927681,0.485204042,0.489594866
3983,0.568379353,0.593209434,0.347669056,1.575241394,1.630126645,1.727910921,0.468708519,0.477532791,0.454004403
3984,0.440888963,0.531465014,0.316968022,1.653678995,1.64022514,1.598755049,0.472675699,0.483033907,0.458551443
3985,0.638501889,0.559537294,0.237194475,1.561983547,1.628520396,1.650683938,0.481920927,0.485578963,0.435582765
3986,0.470420084,0.54270735,0.380549133,1.531824058,1.722497021,1.74803227,0.485843242,0.47172172,0.46485482
3987,0.530550918,0.525714037,0.231413363,1.614648873,1.744320899,1.688070662,0.470134833,0.472780664,0.443963205
3988,0.448200419,0.516509627,0.328242147,1.606422343,1.658219751,1.701012832,0.486285962,0.479240868,0.465647595
3989,0.439326339,0.599126205,0.384594686,1.579770326,1.666827038,1.699165701,0.467240204,0.488450008,0.456552413
3990,0.576731207,0.511912481,0.317461473,1.632061393,1.703092482,1.634572436,0.463447142,0.472047224,0.464171105
3991,0.431966086,0.589402265,0.275739244,1.566496003,1.719103719,1.662022582,0.471331663,0.455242889,0.472637113
3992,0.470910631,0.528343174,0.362939798,1.626980305,1.781474936,1.682951473,0.469413281,0.468392409,0.466354044
3993,0.66511166,0.710890996,0.445210622,1.530469702,1.753891791,1.693471501,0.48887717,0.488714902,0.464131775
3994,0.440924649,0.613906425,0.395842243,1.541169322,1.624090365,1.654475141,0.472915204,0.4908992,0.471309031
3995,0.474909556,0.458497845,0.364254423,1.540461716,1.651705448,1.636263466,0.465176311,0.465534212,0.464944188
3996,0.375101799,0.557878852,0.314120132,1.645923911,1.666956437,1.661263135,0.463744466,0.453775076,0.477059688
3997,0.446354853,0.529051659,0.309878651,1.560815074,1.684620849,1.657291941,0.457157709,0.46934629,0.464246987
3998,0.651874209,0.401529321,0.068220259,1.644862911,1.67614761,1.657639614,0.469733022,0.46737592,0.444957409
3999,0.523389564,0.423098799,0.373980456,1.631561183,1.670406105,1.621576298,0.473588164,0.487915102,0.47729984
4000,0.520147004,0.620817669,0.139340716,1.647142323,1.646673724,1.60622486,0.472311361,0.484422806,0.478154824
4001,0.459509555,0.475677942,0.287820916,1.573684579,1.661859369,1.699662086,0.48549108,0.495892442,0.475971965
4002,0.512130203,0.426048224,0.283266984,1.598635978,1.65004633,1.588805658,0.489926569,0.481901879,0.464875417
4003,0.449119331,0.514486281,0.323387623,1.565233402,1.658738297,1.704776578,0.483425594,0.488845529,0.474036207
4004,0.404247631,0.557612599,0.293224863,1.53316916,1.630022611,1.698324022,0.482936513,0.498730732,0.470067638
4005,0.367191632,0.425841051,0.307736167,1.608398089,1.661159571,1.623327095,0.467121144,0.493653259,0.468575153
4006,0.469238901,0.44901734,0.237004062,1.657649906,1.691376972,1.669082899,0.460846725,0.489029593,0.464352098
4007,0.490247156,0.504072009,0.351134712,1.611099575,1.714671368,1.695227237,0.457930471,0.482410398,0.464100509
4008,0.455736276,0.378404122,0.266901305,1.570848496,1.621997447,1.650566599,0.461970171,0.488532258,0.44880459
4009,0.48980226,0.48743622,0.252135084,1.538215115,1.585460691,1.708897187,0.461204189,0.496655499,0.458500448
4010,0.422909349,0.528789654,0.164520284,1.701221474,1.758908876,1.645816075,0.46746545,0.487583959,0.464534843
4011,0.498895848,0.384300978,0.224825581,1.723580063,1.813306493,1.647416204,0.462554955,0.482808147,0.474433883
4012,0.521534428,0.541435432,0.23110432,1.594981861,1.722053816,1.738439975,0.4584103,0.473611849,0.468176467
4013,0.452395504,0.714806252,0.288493661,1.564127821,1.712050411,1.668657782,0.468459204,0.47532584,0.454227121
4014,0.443812537,0.538978116,0.201560732,1.652819807,1.600703786,1.696028393,0.469012574,0.491453073,0.475291561
4015,0.48115352,0.496381309,0.240810113,1.619512013,1.602660943,1.65423533,0.467282322,0.489345698,0.479394907
4016,0.538861547,0.424285165,0.263269157,1.644697223,1.600252744,1.674130818,0.473629154,0.476596704,0.472222
4017,0.531112156,0.496755654,0.316099175,1.673209222,1.781184434,1.676522418,0.447217074,0.471753096,0.455826378
4018,0.465087287,0.559594126,0.360473987,1.612080412,1.794630124,1.677110056,0.474996158,0.49003588,0.467166593
4019,0.499110147,0.563303955,0.285540084,1.612835619,1.720127264,1.701737613,0.492967202,0.469128554,0.453595947
4020,0.471639928,0.650448595,0.257138205,1.59628423,1.665800312,1.70961776,0.471221368,0.487868331,0.46532808
4021,0.533968323,0.507448507,0.348008506,1.651308321,1.613065299,1.64373225,0.468027692,0.474417202,0.456838418
4022,0.560855547,0.542386841,0.296816284,1.577515877,1.672910385,1.702233507,0.473344298,0.482231849,0.456769427
4023,0.405651625,0.501292022,0.403009522,1.525748454,1.816378341,1.651667398,0.470846218,0.497465141,0.449082788
4024,0.458151386,0.486981982,0.416321771,1.601130784,1.682932322,1.653278211,0.494037701,0.478822879,0.458507956
4025,0.518103301,0.626841707,0.352823252,1.620770275,1.700130463,1.694436124,0.486355992,0.472243139,0.459286662
4026,0.620402809,0.505073813,0.384387274,1.610335969,1.726919908,1.717514328,0.464650905,0.473189353,0.464936011
4027,0.597183204,0.573098211,0.127853739,1.601217677,1.612232641,1.621439913,0.494765487,0.479556183,0.434118498
4028,0.528806712,0.531951885,0.309390199,1.627632736,1.718099658,1.700042141,0.476390093,0.493344975,0.460738314
4029,0.561303093,0.636909689,0.330912619,1.622216607,1.720712607,1.679536043,0.482617882,0.493886357,0.450972487
4030,0.534545618,0.452038138,0.317914241,1.582608838,1.706761093,1.662254608,0.457195354,0.477351201,0.47349342
4031,0.492165862,0.539616841,0.280154878,1.584052895,1.665747035,1.655606194,0.4755023,0.494690314,0.465971014
4032,0.589057372,0.532634482,0.361258314,1.56682295,1.656546306,1.707596687,0.464953109,0.481396336,0.47288301
4033,0.55392133,0.433816927,0.161413035,1.664846064,1.630110629,1.771700791,0.46307882,0.478755432,0.485931564
4034,0.563080876,0.450047182,0.311068051,1.626348954,1.663372554,1.665667163,0.468224739,0.476876649,0.470483363
4035,0.420178396,0.473942992,0.275174012,1.535113106,1.645079436,1.692546301,0.465041182,0.482548592,0.460531636
4036,0.462124642,0.487744336,0.391392616,1.608842145,1.619368137,1.613925452,0.478905473,0.471490622,0.444073554
4037,0.445160195,0.543518024,0.282582585,1.638013098,1.621085484,1.595466775,0.476013781,0.467430332,0.458573337
4038,0.504016499,0.535487146,0.187369495,1.571032048,1.54765813,1.64476835,0.47692597,0.450506472,0.477974461
4039,0.465475846,0.605803016,0.256668795,1.572751755,1.722136198,1.722915434,0.469645928,0.470288118,0.48576531
4040,0.50003086,0.616126132,0.296133451,1.547551257,1.632487205,1.66944492,0.476563903,0.478993107,0.47719161
4041,0.546197663,0.512328629,0.28133217,1.539156262,1.717280948,1.71622109,0.46624214,0.481920193,0.478977868
4042,0.510681213,0.437354012,0.255612551,1.565784183,1.713823689,1.688762733,0.479671531,0.490313043,0.472103143
4043,0.219291596,0.558421248,0.229511882,1.606660124,1.607656766,1.610908554,0.47979691,0.487350108,0.473924626
4044,0.495883347,0.5722007,0.293455277,1.608139558,1.666296391,1.651934285,0.472309436,0.479959435,0.469208655
4045,0.508440491,0.544083551,0.236402296,1.544145021,1.69384638,1.662394484,0.476659334,0.482916811,0.477803846
4046,0.533757527,0.537033948,0.326025922,1.59882883,1.696065466,1.666663372,0.487857127,0.46899878,0.467557541
4047,0.51802392,0.526040386,0.161852979,1.557398894,1.673761897,1.649500536,0.473655861,0.486409395,0.46471971
4048,0.247775424,0.469346911,0.154836787,1.584023195,1.711559893,1.661613607,0.459982745,0.485051381,0.466581111
4049,0.366837004,0.512341072,0.202725396,1.697065941,1.668112481,1.722738677,0.462253314,0.476274295,0.47879131
4050,0.518886671,0.493220022,0.325329838,1.690867816,1.673518304,1.589156965,0.468380087,0.477590711,0.483977173
4051,0.504915326,0.48035383,0.210439375,1.580640896,1.606657442,1.759554829,0.471760807,0.473701322,0.461810338
4052,0.439659307,0.553519616,0.288020361,1.704553386,1.608273354,1.726766784,0.478524869,0.480992427,0.462937211
4053,0.514630471,0.547011962,0.296607994,1.563274255,1.714865962,1.660655166,0.477291796,0.496223994,0.474285987
4054,0.50115048,0.563219738,0.385239161,1.594654358,1.653478947,1.700850876,0.484043773,0.482654575,0.460655266
4055,0.60410239,0.551095218,0.267549608,1.562697704,1.66645545,1.686233275,0.471033443,0.477413159,0.451000885
4056,0.480346228,0.574537486,0.356503911,1.579330041,1.675704773,1.623926387,0.465206269,0.483836768,0.465113274
4057,0.472090915,0.453954929,0.312744945,1.564317963,1.701820951,1.745091666,0.477856138,0.483799793,0.478340594
4058,0.569208814,0.441501283,0.228809875,1.638415051,1.688490174,1.670139022,0.460123659,0.478382092,0.466745686
4059,0.466161972,0.501668405,0.216080239,1.551738292,1.651782734,1.621249162,0.474579033,0.474855141,0.448922936
4060,0.500004701,0.49321554,0.397315731,1.622012513,1.704181664,1.656318724,0.491734514,0.482793676,0.478245929
4061,0.562376508,0.459766073,0.389046589,1.587022151,1.599267861,1.608948016,0.479993095,0.479649185,0.480704977
4062,0.521865209,0.405498886,0.312978095,1.531035114,1.647182836,1.628257786,0.458181727,0.459488051,0.468054341
4063,0.609980796,0.515980989,0.249058884,1.638704406,1.701622317,1.731766328,0.452386338,0.481911896,0.480103703
4064,0.399442874,0.417914511,0.349743686,1.619709001,1.6239119,1.585793458,0.488599796,0.517133525,0.463136658
4065,0.444940513,0.454796806,0.252395576,1.619688153,1.665806256,1.600155397,0.454504175,0.481516755,0.472242172
4066,0.591849627,0.510590692,0.280290453,1.696840877,1.676412514,1.672272098,0.453049062,0.483978822,0.467977716
4067,0.554345854,0.434007111,0.237885871,1.543527962,1.687499513,1.72094608,0.470672194,0.493013827,0.477322353
4068,0.471918643,0.461151528,0.289525676,1.638348252,1.666181878,1.68360442,0.48453388,0.46716359,0.46696868
4069,0.506244907,0.520499181,0.229683242,1.680108731,1.675797315,1.674827863,0.484235219,0.479965176,0.467229838
4070,0.469249049,0.760077375,0.231294883,1.655114593,1.727647255,1.663925448,0.463577068,0.500141971,0.452297038
4071,0.531395816,0.650268067,0.326166705,1.646282296,1.71507834,1.691961595,0.482835022,0.499431447,0.446975407
4072,0.520103272,0.49446372,0.281476647,1.557208651,1.719816638,1.743206984,0.476607975,0.479090044,0.470029662
4073,0.56425905,0.589575589,0.266349049,1.575885925,1.655617867,1.663542138,0.473801468,0.495062942,0.459493584
4074,0.512458751,0.629887892,0.286334622,1.583433514,1.652325464,1.703037211,0.47194373,0.487170337,0.453335715
4075,0.469625375,0.599521143,0.271717142,1.611963221,1.779956543,1.724594323,0.4742772,0.473828004,0.472886747
4076,0.43492816,0.535723732,0.210910905,1.593082535,1.779372543,1.759838761,0.465184067,0.475561512,0.449667018
4077,0.408861223,0.456544976,0.282729308,1.584766364,1.740490512,1.653532599,0.47307938,0.492745534,0.482593571
4078,0.468796385,0.575593096,0.338448692,1.589954268,1.670414783,1.692089318,0.485255758,0.502771566,0.456898976
4079,0.517549947,0.467825431,0.335998278,1.5746973,1.679915926,1.658592217,0.483682052,0.482493788,0.447901459
4080,0.595731152,0.493529253,0.437736121,1.607975126,1.716401134,1.696331169,0.468246661,0.492933033,0.455975367
4081,0.505887584,0.389352706,0.342034229,1.549571455,1.659058392,1.734311267,0.469620965,0.484713072,0.47160149
4082,0.517670997,0.451550586,0.214262914,1.553132119,1.638658291,1.662748939,0.49107261,0.467628565,0.482977943
4083,0.606118348,0.497523206,0.277002043,1.610550473,1.692343151,1.68383418,0.473214405,0.481580452,0.472390892
4084,0.42572383,0.573819395,0.199804032,1.669673932,1.717772828,1.657302887,0.486233255,0.489183885,0.483565689
4085,0.466374218,0.524705019,0.358382368,1.632221867,1.617724386,1.643694891,0.474879649,0.478325877,0.489765891
4086,0.527165522,0.491036213,0.284507145,1.612651812,1.604485602,1.63307472,0.453886656,0.467026631,0.497005879
4087,0.545340587,0.4321507,0.259441862,1.580334282,1.649967889,1.673862065,0.457767155,0.488151362,0.456841486
4088,0.561769948,0.492294104,0.243523066,1.538590694,1.595165793,1.688292217,0.465733208,0.490157652,0.452019137
4089,0.385381678,0.548479258,0.33217034,1.616642007,1.69447739,1.651421387,0.457046144,0.506009304,0.464969336
4090,0.508780645,0.246849689,0.440552793,1.611879047,1.679355888,1.619722041,0.477647072,0.48794526,0.461305318
4091,0.386162969,0.484843525,0.298363831,1.621088252,1.637552509,1.729155202,0.47704332,0.476080278,0.47698503
4092,0.554153393,0.388684599,0.292589587,1.607987521,1.669206676,1.70691203,0.464793109,0.464682774,0.485621245
4093,0.585721246,0.41941485,0.279865692,1.680891197,1.604652751,1.689461829,0.469066022,0.482925643,0.473644312
4094,0.411279477,0.500537838,0.340658691,1.701192937,1.613676298,1.643465989,0.479605804,0.513617883,0.461695176
4095,0.622898678,0.631869475,0.278131214,1.667121269,1.680980275,1.717337165,0.461391256,0.4978083,0.466606642
4096,0.594442549,0.469096414,0.355166932,1.555137574,1.752678835,1.720214219,0.460882089,0.466416181,0.467346563
4097,0.438547254,0.554686153,0.284546656,1.644746824,1.670544217,1.718375626,0.466865504,0.487665323,0.471140337
4098,0.456600587,0.470292246,0.333730213,1.564147461,1.688567822,1.634038361,0.487915327,0.482393152,0.48302246
4099,0.496309561,0.484523745,0.308190677,1.577235226,1.636133776,1.664271074,0.481511159,0.50074906,0.469245024
4100,0.480416671,0.582277379,0.343053495,1.62161659,1.68462341,1.635604707,0.484838584,0.495084956,0.454090177
4101,0.379187252,0.543697453,0.289088073,1.553573876,1.687085466,1.680006413,0.457177761,0.453217599,0.492259508
4102,0.436536042,0.612416886,0.315262814,1.671064283,1.663143656,1.722093153,0.472482209,0.493125578,0.463761467
4103,0.516422769,0.520257404,0.359812325,1.664673028,1.714011106,1.615359709,0.476744714,0.466482365,0.462314286
4104,0.565108055,0.556018581,0.249021019,1.666854541,1.721220873,1.643626953,0.482177818,0.472631053,0.460542267
4105,0.479355533,0.604828725,0.292876232,1.625543301,1.723812056,1.70481757,0.475238567,0.465750057,0.46359303
4106,0.477792053,0.680767994,0.224425211,1.640660097,1.637354297,1.708274855,0.488144253,0.481034754,0.465702661
4107,0.345627241,0.606229212,0.269287391,1.644093392,1.594304765,1.714665568,0.491631235,0.469741418,0.459605841
4108,0.446814209,0.515375815,0.441905361,1.657362359,1.607042268,1.670352476,0.487841142,0.479491555,0.471360697
4109,0.319281474,0.577787051,0.35291259,1.536040285,1.72454615,1.693571823,0.479682133,0.484569053,0.450884987
4110,0.448399202,0.491005531,0.334348431,1.638448617,1.634875029,1.666633323,0.473492337,0.48609146,0.486179531
4111,0.401295556,0.590601326,0.188460075,1.660043345,1.743491866,1.648474699,0.483625621,0.47261215,0.469072007
4112,0.498713885,0.64961681,0.288318129,1.626316823,1.768359366,1.661375252,0.480981722,0.476573865,0.476557484
4113,0.531915728,0.618438876,0.287626168,1.622024018,1.73111827,1.710831017,0.470918628,0.485036752,0.471720661
4114,0.3973441,0.466075058,0.316561342,1.659389901,1.694429861,1.710878599,0.485175414,0.478825635,0.462074681
4115,0.495769993,0.484333807,0.286152836,1.600204493,1.740039747,1.65953326,0.476062437,0.492832055,0.506587313
4116,0.504335743,0.493454658,0.250344928,1.585785757,1.693870399,1.628975553,0.474223491,0.473598219,0.473258272
4117,0.558092044,0.409328669,0.380006398,1.646349928,1.692722803,1.746857229,0.469715993,0.49812975,0.466957287
4118,0.383376602,0.54989383,0.305756097,1.580787451,1.68366373,1.625397301,0.483062303,0.480571561,0.475251174
4119,0.389280425,0.488729097,0.357131555,1.642521809,1.694116555,1.638297278,0.475351374,0.48092491,0.472725912
4120,0.572313936,0.457680637,0.302727555,1.561871422,1.68357053,1.672882276,0.457185725,0.467193147,0.455687034
4121,0.468106183,0.486990247,0.272386693,1.563965487,1.635069066,1.656637337,0.453868791,0.472485805,0.461902592
4122,0.465165283,0.576440342,0.26513288,1.54411124,1.721538963,1.609630493,0.481639407,0.470453944,0.465359347
4123,0.429913169,0.453878142,0.219335756,1.615304255,1.735960015,1.644566542,0.478337894,0.459093298,0.476134899
4124,0.59762322,0.486117951,0.297962097,1.56858345,1.600959828,1.728574068,0.474506589,0.485784868,0.476890251
4125,0.517344638,0.529373564,0.287991893,1.58647458,1.614916653,1.710113635,0.47561236,0.467874944,0.467289162
4126,0.604669206,0.534852338,0.268535414,1.535145564,1.61548354,1.707970706,0.470372295,0.477648025,0.476343814
4127,0.517929086,0.550968508,0.363303738,1.614616268,1.635348486,1.608365583,0.461525052,0.480273599,0.464985315
4128,0.380816358,0.54944108,0.382245229,1.670260848,1.610046721,1.669906312,0.464946595,0.492241663,0.452303746
4129,0.491821518,0.627181605,0.282921353,1.665892441,1.713893402,1.743299229,0.473045741,0.489335388,0.469156446
4130,0.526526888,0.622222326,0.171393539,1.704500583,1.70665239,1.626217305,0.487349494,0.468649001,0.436704576
4131,0.323730928,0.49095031,0.178503337,1.555762523,1.659231641,1.68870611,0.473316735,0.470962036,0.461808024
4132,0.361859799,0.433996911,0.190637901,1.551719752,1.633100709,1.672273899,0.497291951,0.478391947,0.460878852
4133,0.584841658,0.479779879,0.213686234,1.573389772,1.699785196,1.63310358,0.489560546,0.469337221,0.47121589
4134,0.594575643,0.627111714,0.309724393,1.614935006,1.643616275,1.645711667,0.471542238,0.492247204,0.460323759
4135,0.653717057,0.555150335,0.217579284,1.586566699,1.707908964,1.637915401,0.489270539,0.46678917,0.457121533
4136,0.475451647,0.685491871,0.227084413,1.578984887,1.681119998,1.71237649,0.474787702,0.463479557,0.445791131
4137,0.36455854,0.614203546,0.226183702,1.598574381,1.705765461,1.647730805,0.465916396,0.485347607,0.454690536
4138,0.608675401,0.649168968,0.261431805,1.581025032,1.646109421,1.638687556,0.473298123,0.487740769,0.473914166
4139,0.523229337,0.512842077,0.123392415,1.580491871,1.578810756,1.713937018,0.472906306,0.486836254,0.468293884
4140,0.499048907,0.688521978,0.277295523,1.63420162,1.636942586,1.724721453,0.475009566,0.47813969,0.480710472
4141,0.48698254,0.516367687,0.255715103,1.585792709,1.669065545,1.733871504,0.464247777,0.482823444,0.472692222
4142,0.52579778,0.365562523,0.204243867,1.604204298,1.646327241,1.735904569,0.480511569,0.486229548,0.448917906
4143,0.575996546,0.574490383,0.316636205,1.533898442,1.630102301,1.727986403,0.474739809,0.476958704,0.449529151
4144,0.533181642,0.532877585,0.293006333,1.584333278,1.639882767,1.705253555,0.482098195,0.505208109,0.451140516
4145,0.651771176,0.61873219,0.213563887,1.634563061,1.665413591,1.715849917,0.472006354,0.480145876,0.450053641
4146,0.503251318,0.534141235,0.321720801,1.642050082,1.65051888,1.640637839,0.460922442,0.489850615,0.459129297
4147,0.639881261,0.47787531,0.268907143,1.572278305,1.678066117,1.735035862,0.458163721,0.483856701,0.468435439
4148,0.509970868,0.61678911,0.290598074,1.546593949,1.632156319,1.675496445,0.477283724,0.478761252,0.472359156
4149,0.658526719,0.518558485,0.252940167,1.701526589,1.722904304,1.725710806,0.485949328,0.507835083,0.47765156
4150,0.493356291,0.507098158,0.300271462,1.552448852,1.662047335,1.730449081,0.470995627,0.496466082,0.459351205
4151,0.434458786,0.524570832,0.190909982,1.63646902,1.710110512,1.748215498,0.473068706,0.472308903,0.486382403
4152,0.524427336,0.528727647,0.221256511,1.549390753,1.693975599,1.69407697,0.451883944,0.490932192,0.458088505
4153,0.484269957,0.503472555,0.288234641,1.560859193,1.645662232,1.697714796,0.456136749,0.489427247,0.449214706
4154,0.628053414,0.448873679,0.127573992,1.54876605,1.641321257,1.697093196,0.467922412,0.4829804,0.474710073
4155,0.542511759,0.472350347,0.24027766,1.640651958,1.524275798,1.677247067,0.502595749,0.472114017,0.454279385
4156,0.464546261,0.581221012,0.172828466,1.594450629,1.666778133,1.675722434,0.486100025,0.498727841,0.460678294
4157,0.492033997,0.471609439,0.308603102,1.620399233,1.582133559,1.719758886,0.463721325,0.506015433,0.475526408
4158,0.262260808,0.513163886,0.287206837,1.593675806,1.716514786,1.682497631,0.474344785,0.487423736,0.459945294
4159,0.536471321,0.50907524,0.205177972,1.555099606,1.71187281,1.690134575,0.494261653,0.497119557,0.467035486
4160,0.452853736,0.587341781,0.168024249,1.638111908,1.690927482,1.68555168,0.467393734,0.486546292,0.477773862
4161,0.537900319,0.555811375,0.188034891,1.60422257,1.658120217,1.616764614,0.480689683,0.477713324,0.451624054
4162,0.479472037,0.530262513,0.243299363,1.633469589,1.674451645,1.708451713,0.453554754,0.487425707,0.471991487
4163,0.508283969,0.602974122,0.233977692,1.660474322,1.652989826,1.731053896,0.464162225,0.475988833,0.457423953
4164,0.525508551,0.505677436,0.142297352,1.643739852,1.706067492,1.700651507,0.44740097,0.475684892,0.445571202
4165,0.646817959,0.460944701,0.37325717,1.607510163,1.679286627,1.715797047,0.482976539,0.473152743,0.455267682
4166,0.530797,0.623192859,0.435670943,1.598826675,1.65957828,1.695662162,0.479656509,0.454594845,0.465025786
4167,0.44521954,0.572631849,0.216700718,1.577454964,1.681362704,1.726955747,0.475312621,0.469660291,0.454803198
4168,0.50806007,0.566177175,0.359221671,1.608375168,1.642362772,1.7518644,0.458675344,0.464428784,0.487709665
4169,0.368693683,0.509954973,0.380529532,1.547635891,1.627920652,1.741084459,0.46571678,0.477102268,0.460249005
4170,0.439394709,0.53639585,0.339419431,1.600863458,1.626067715,1.725460159,0.484738172,0.490609244,0.456618215
4171,0.464859009,0.632678459,0.254557353,1.583948796,1.630071221,1.677036732,0.482405614,0.47308557,0.451288132
4172,0.47945891,0.557104136,0.313449425,1.595594888,1.609548506,1.701304586,0.464550476,0.459773414,0.465172506
4173,0.620344372,0.617180776,0.270946576,1.607495468,1.669137748,1.726904912,0.476072163,0.471011464,0.461291255
4174,0.491065612,0.517555377,0.370580294,1.614100498,1.677523712,1.737086562,0.469537819,0.472015678,0.462628451
4175,0.466139368,0.590127792,0.362997031,1.565369687,1.657898192,1.746932327,0.469975481,0.480116641,0.461389768
4176,0.517649684,0.5204673,0.309110635,1.644668292,1.702032081,1.699111053,0.467461616,0.475897104,0.463775252
4177,0.490272203,0.5513518,0.434231326,1.669817913,1.653295219,1.6777894,0.46221233,0.484809811,0.462380298
4178,0.506151004,0.617884202,0.275820333,1.524928874,1.665784159,1.68697973,0.470404387,0.475050361,0.466716987
4179,0.401237408,0.484804705,0.247177423,1.557780342,1.573209968,1.652741745,0.462415765,0.475057284,0.462932781
4180,0.447271551,0.569496535,0.191833075,1.66740992,1.691756223,1.691407394,0.468774322,0.473552925,0.463477988
4181,0.54647259,0.523671349,0.329177922,1.673993916,1.682854019,1.647028315,0.477403942,0.510330635,0.453613238
4182,0.467304525,0.621882649,0.377438076,1.663560418,1.672110371,1.68822177,0.464507708,0.481982558,0.4595635
4183,0.582987314,0.660464905,0.218970855,1.572819352,1.626445245,1.643691777,0.462863715,0.48849923,0.467395593
4184,0.515010888,0.524337104,0.363439275,1.596694668,1.658996097,1.631225387,0.450684212,0.482436472,0.464239216
4185,0.554130491,0.533325053,0.230674996,1.649079324,1.730558445,1.691199534,0.472861069,0.498038554,0.473619916
4186,0.469763016,0.50086765,0.297690834,1.672680203,1.594227889,1.693341723,0.473899254,0.497819311,0.45833971
4187,0.529494045,0.380528486,0.262343557,1.702041369,1.709137591,1.668433911,0.478187851,0.458634262,0.470328569
4188,0.57566582,0.534188751,0.261241078,1.723534745,1.693907835,1.649902294,0.474118236,0.46084211,0.478324435
4189,0.622492412,0.546466249,0.185073835,1.701283275,1.619647847,1.701381831,0.477460653,0.454525516,0.46123953
4190,0.427617677,0.508829958,0.400861302,1.575083972,1.601555966,1.736245133,0.458945621,0.473099711,0.453768229
4191,0.647020913,0.617923828,0.207063547,1.557043366,1.722556639,1.659521991,0.468285857,0.47878946,0.468272877
4192,0.520719672,0.426315304,0.32871542,1.520523612,1.606841686,1.709080377,0.488730748,0.475528377,0.463374926
4193,0.557172644,0.494529294,0.296023815,1.578841672,1.672059789,1.733261577,0.478892394,0.49284081,0.473528553
4194,0.546272615,0.554958798,0.216693235,1.590122613,1.556786479,1.686795194,0.467333045,0.492196475,0.477979579
4195,0.400975624,0.512384035,0.285896771,1.536628825,1.654010663,1.667701678,0.482010267,0.489287353,0.498481768
4196,0.422350433,0.483128739,0.227894922,1.636678774,1.705281176,1.655165059,0.490835287,0.5084492,0.478076843
4197,0.343669577,0.37084588,0.384132477,1.577435345,1.712406202,1.646581918,0.459144295,0.476679717,0.46952773
4198,0.488013418,0.581935669,0.287816704,1.644979683,1.600924436,1.635886839,0.448683726,0.493350798,0.468187573
4199,0.435960395,0.53004695,0.252747066,1.678997459,1.617948126,1.67947149,0.467249806,0.489406795,0.477620667
4200,0.362615658,0.47281209,0.299368937,1.677323059,1.639121398,1.66307949,0.491148472,0.48204228,0.477992175
4201,0.430905222,0.423701891,0.315557354,1.68092987,1.697094049,1.659571231,0.490522198,0.480835538,0.471154447
4202,0.471398063,0.494283272,0.19901537,1.632920044,1.71407596,1.67839241,0.488688085,0.50819756,0.451983557
4203,0.507275813,0.368950366,0.381081334,1.620854146,1.656727367,1.634276703,0.483529306,0.49978459,0.447982508
4204,0.484710885,0.449967099,0.206790657,1.615684118,1.619107561,1.665496876,0.479604611,0.517962593,0.448943081
4205,0.490784742,0.379728948,0.291921053,1.530575981,1.604497499,1.665008275,0.485670652,0.494847117,0.44995214
4206,0.58589446,0.563855479,0.358093236,1.67246531,1.615604303,1.651634786,0.451889936,0.47714944,0.446157675
4207,0.5186385,0.467842841,0.36005678,1.56415702,1.646624512,1.690513683,0.48488487,0.478163412,0.465214541
4208,0.485672736,0.581529646,0.279792621,1.632852779,1.612324324,1.676713229,0.476406543,0.478929763,0.459190666
4209,0.485737295,0.656475182,0.367870266,1.626809233,1.718677982,1.676357084,0.476332373,0.467807013,0.450624102
4210,0.488757889,0.512178052,0.453249068,1.660052387,1.682401378,1.661128626,0.469817476,0.489646948,0.448574314
4211,0.276499279,0.517723926,0.298332502,1.654267045,1.730844707,1.757938242,0.479231586,0.462807269,0.468968898
4212,0.549334845,0.556288172,0.383293603,1.648585113,1.65943246,1.721073229,0.492390441,0.492673686,0.463697529
